candidate_id,family,config,threshold,rows,positive_rows,prevalence,precision,recall,f1,pr_auc,roc_auc,brier,tn,fp,fn,tp,is_selected_threshold
logistic_default,logistic_regression,class_weight=None,0.19,484,76,0.15702479338842976,0.5596330275229358,0.8026315789473685,0.6594594594594595,0.7507669750470208,0.9307275541795665,0.07046530779424537,360,48,15,61,False
logistic_default,logistic_regression,class_weight=None,0.2,484,76,0.15702479338842976,0.5700934579439252,0.8026315789473685,0.6666666666666666,0.7507669750470208,0.9307275541795665,0.07046530779424537,362,46,15,61,False
logistic_default,logistic_regression,class_weight=None,0.21,484,76,0.15702479338842976,0.5714285714285714,0.7894736842105263,0.6629834254143646,0.7507669750470208,0.9307275541795665,0.07046530779424537,363,45,16,60,False
logistic_default,logistic_regression,class_weight=None,0.22,484,76,0.15702479338842976,0.5825242718446602,0.7894736842105263,0.6703910614525139,0.7507669750470208,0.9307275541795665,0.07046530779424537,365,43,16,60,False
logistic_default,logistic_regression,class_weight=None,0.23,484,76,0.15702479338842976,0.5841584158415841,0.7763157894736842,0.6666666666666666,0.7507669750470208,0.9307275541795665,0.07046530779424537,366,42,17,59,False
logistic_default,logistic_regression,class_weight=None,0.24,484,76,0.15702479338842976,0.5858585858585859,0.7631578947368421,0.6628571428571428,0.7507669750470208,0.9307275541795665,0.07046530779424537,367,41,18,58,False
logistic_default,logistic_regression,class_weight=None,0.25,484,76,0.15702479338842976,0.5918367346938775,0.7631578947368421,0.6666666666666666,0.7507669750470208,0.9307275541795665,0.07046530779424537,368,40,18,58,False
logistic_default,logistic_regression,class_weight=None,0.26,484,76,0.15702479338842976,0.6,0.75,0.6666666666666666,0.7507669750470208,0.9307275541795665,0.07046530779424537,370,38,19,57,False
logistic_default,logistic_regression,class_weight=None,0.27,484,76,0.15702479338842976,0.6043956043956044,0.7236842105263158,0.6586826347305389,0.7507669750470208,0.9307275541795665,0.07046530779424537,372,36,21,55,False
logistic_default,logistic_regression,class_weight=None,0.28,484,76,0.15702479338842976,0.625,0.7236842105263158,0.6707317073170732,0.7507669750470208,0.9307275541795665,0.07046530779424537,375,33,21,55,False
